ticker,company_name,year,market_cap,category,sector,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
524654,Natural Capsules Ltd,1993,₹225 Cr,Micro Cap,Pharmaceuticals,₹217,-0.91%,₹164,₹377,32.68%,-42.43%,₹220,₹220,₹243,-0.91%,-3.15%,-1.54%,8.20%,-24.32%,-35.61%,-50.33%,458.85%,8,1429,1411,1894,3278,-99.58%,-24.57%,-25.51%,-99.76%,-56.42%,-56.97%,-42.23%,0.0,₹219,363,1,,
530477,Vikram Thermo (India) Ltd,1994,₹476 Cr,Micro Cap,Pharmaceuticals,₹152,0.30%,₹127,₹216,19.59%,-29.91%,₹154,₹163,₹175,0.20%,0.40%,-2.69%,-20.03%,-22.25%,-14.25%,243.60%,723.56%,6684,9065,11362,19961,22136,-66.51%,-54.59%,-43.08%,-69.80%,-59.05%,-48.67%,-9.83%,0.3,₹151,54,3,2,86.00%
532039,Zenotech Laboratories Ltd,1989,₹384 Cr,Micro Cap,Pharmaceuticals,₹63,0.91%,₹51,₹108,23.49%,-41.57%,₹62,₹62,₹65,1.76%,3.36%,2.84%,9.89%,0.91%,-6.38%,16.52%,180.53%,3977,13719,10658,12500,13064,-68.18%,9.76%,-14.74%,-69.56%,5.01%,-18.42%,-4.32%,0.3,₹62,68,1,,
541096,Bharat Parenterals Ltd,1992,"₹1,103 Cr",Small Cap,Pharmaceuticals,"₹1,600",-1.50%,₹802,"₹1,870",99.50%,-14.44%,"₹1,410","₹1,280","₹1,276",-0.23%,-2.49%,42.96%,65.13%,20.13%,1.74%,387.06%,299.85%,762,2536,2187,1693,3111,-54.98%,49.84%,29.22%,-75.50%,-18.46%,-29.68%,-45.58%,0.4,"₹1,624",,-67,,
524731,Jenburkt Pharmaceuticals Ltd,1985,₹595 Cr,Small Cap,Pharmaceuticals,"₹1,348",1.41%,₹816,"₹1,410",65.24%,-4.40%,"₹1,342","₹1,277","₹1,154",3.18%,3.16%,4.57%,30.46%,10.56%,54.14%,163.72%,189.39%,1023,1182,1359,1791,1839,-42.87%,-33.99%,-24.11%,-44.36%,-35.72%,-26.09%,-2.62%,0.6,"₹1,329",19,73,65,11.77%
PAR,Par Drugs and Chemicals Ltd,1999,₹138 Cr,Micro Cap,Pharmaceuticals,₹112,-2.00%,₹81,₹348,38.79%,-67.73%,₹100,₹100,₹158,-3.97%,11.15%,16.05%,8.99%,-44.63%,-55.59%,-39.16%,,2434,18277,9758,9348,18440,-73.96%,95.51%,4.38%,-86.80%,-0.89%,-47.09%,-49.30%,0.3,₹115,10,11,9,20.67%
531726,Panchsheel Organics Ltd,1989,₹188 Cr,Micro Cap,Pharmaceuticals,₹143,-0.45%,₹126,₹310,13.57%,-53.82%,₹146,₹147,₹175,-0.90%,0.21%,1.49%,-2.52%,-30.42%,-45.06%,-39.27%,464.94%,4542,4739,8708,10037,15582,-54.75%,-52.78%,-13.25%,-70.85%,-69.59%,-44.12%,-35.58%,0.4,₹144,14,10,9,16.33%
532384,Tyche Industries Ltd,1998,₹142 Cr,Micro Cap,Pharmaceuticals,₹138,-1.85%,₹129,₹225,7.13%,-38.40%,₹143,₹142,₹160,-1.18%,-5.14%,4.35%,-3.25%,-13.46%,-21.47%,5.12%,-15.29%,3248,3219,5186,6324,8554,-48.64%,-49.10%,-18.00%,-62.03%,-62.37%,-39.38%,-26.07%,0.5,₹141,11,12,15,-18.73%
526853,Bilcare Ltd,1987,₹173 Cr,Micro Cap,Containers & Packaging,₹73,-4.32%,₹51,₹98,43.62%,-25.10%,₹73,₹76,₹70,-5.38%,4.81%,-2.28%,-6.09%,-3.00%,34.76%,13.78%,50.24%,16380,65077,20889,17290,30540,-5.26%,276.38%,20.81%,-46.36%,113.09%,-31.60%,-43.38%,0.9,₹77,,-12,,
532637,Mangalam Drugs and Organics Ltd,1972,₹144 Cr,Micro Cap,Pharmaceuticals,₹91,-2.04%,₹66,₹145,38.40%,-37.33%,₹87,₹83,₹95,-1.21%,5.75%,13.02%,14.03%,-11.78%,-16.49%,-34.97%,42.76%,7838,6555,8113,5689,5887,37.78%,15.22%,42.61%,33.15%,11.35%,37.82%,-3.36%,1.4,₹93,21,4,4,21.43%
ALPA,Alpa Laboratories Limited,1988,₹221 Cr,Micro Cap,Pharmaceuticals,₹104,0.88%,₹88,₹145,18.65%,-27.72%,₹103,₹103,₹110,1.29%,0.80%,3.51%,-2.28%,-12.81%,14.17%,72.89%,396.63%,12630,13271,25297,33477,39044,-62.27%,-60.36%,-24.44%,-67.65%,-66.01%,-35.21%,-14.26%,0.4,₹104,11,9,9,3.78%
SMSLIFE,SMS Lifesciences India Ltd,2006,₹354 Cr,Micro Cap,Pharmaceuticals,"₹1,189",-0.85%,₹851,"₹1,750",39.72%,-32.04%,"₹1,205","₹1,237","₹1,232",-3.18%,-9.33%,0.13%,-13.92%,-2.41%,37.24%,81.32%,255.51%,1590,3083,6715,3547,2975,-55.18%,-13.08%,89.30%,-46.55%,3.64%,125.73%,19.24%,0.4,"₹1,199",18,67,65,2.32%
VAISHALI,Vaishali Pharma Ltd,2008,₹135 Cr,Micro Cap,Pharmaceuticals,₹13,0.16%,₹10,₹25,22.33%,-49.42%,₹12,₹13,₹15,-0.32%,-3.00%,4.05%,-8.30%,-11.21%,-23.26%,42.70%,184.42%,346291,347791,663427,704057,678642,-50.81%,-50.60%,-5.77%,-48.97%,-48.75%,-2.24%,3.74%,0.5,₹13,41,0,,
524828,BDH Industries Ltd,1990,₹191 Cr,Micro Cap,Pharmaceuticals,₹331,-0.24%,₹241,₹418,37.34%,-20.78%,₹277,₹268,₹298,-5.37%,20.63%,25.71%,21.85%,-0.08%,-1.18%,174.35%,324.90%,5928,10874,3195,1975,1570,200.15%,450.56%,61.75%,277.51%,592.46%,103.44%,25.77%,3.1,₹332,21,16,15,7.40%
524506,Coral Laboratories Ltd,1997,₹205 Cr,Micro Cap,Pharmaceuticals,₹575,-0.12%,₹561,₹999,2.55%,-42.44%,₹593,₹628,₹726,0.66%,-4.32%,-2.82%,-13.55%,-23.95%,-17.87%,120.98%,172.88%,729,986,1014,1342,1526,-45.66%,-26.49%,-24.40%,-52.23%,-35.37%,-33.54%,-12.09%,0.5,₹576,9,68,65,4.02%
506128,Parnax Lab Ltd,1982,₹147 Cr,Micro Cap,Pharmaceuticals,₹128,-0.16%,₹81,₹194,57.96%,-33.88%,₹107,₹105,₹124,1.95%,18.97%,26.68%,32.94%,-17.26%,35.18%,28.72%,631.14%,5725,13297,5619,4909,6896,16.63%,170.89%,14.47%,-16.98%,92.82%,-18.52%,-28.82%,1.2,₹128,13,10,9,11.67%
538837,Jeevan Scientific Technology Ltd,1999,₹63 Cr,Nano Cap,Biotechnology & Medical Research,₹40,0.05%,₹37,₹68,8.49%,-41.59%,₹41,₹40,₹45,-1.96%,-0.95%,1.18%,-6.89%,-12.14%,-23.14%,-44.89%,120.61%,4420,11745,10796,8537,9705,-48.22%,37.59%,26.46%,-54.46%,21.02%,11.23%,-12.04%,0.5,₹40,990,0,,
538964,Mercury Laboratories Ltd,1982,₹104 Cr,Micro Cap,Pharmaceuticals,₹870,1.61%,₹736,"₹1,190",18.21%,-26.89%,₹861,₹846,₹875,1.61%,1.61%,1.59%,6.68%,-2.47%,-9.28%,91.95%,175.75%,217,77,216,285,258,-23.83%,-72.88%,-24.27%,-15.76%,-70.01%,-16.24%,10.60%,0.8,₹856,33,26,25,4.84%
540694,ANG Lifesciences India Ltd,2006,₹41 Cr,Nano Cap,Pharmaceuticals,₹31,0.00%,₹21,₹63,48.79%,-50.14%,₹32,₹30,₹36,,0.58%,13.12%,16.54%,-24.37%,-40.54%,-83.11%,,0,4365,6754,4560,9865,-100.00%,-4.29%,48.10%,-100.00%,-55.76%,-31.54%,-53.78%,0.0,₹31,,-9,,
530317,Godavari Drugs Ltd,1987,₹66 Cr,Nano Cap,Pharmaceuticals,₹87,-2.57%,₹79,₹155,10.53%,-43.66%,₹90,₹94,₹102,-1.34%,-0.21%,-6.50%,-4.66%,-20.33%,-15.71%,26.46%,196.00%,2159,4130,4303,5275,5466,-59.07%,-21.72%,-18.42%,-60.50%,-24.45%,-21.27%,-3.49%,0.4,₹90,15,6,6,-3.00%
506919,Makers Laboratories Ltd,1984,₹91 Cr,Nano Cap,Pharmaceuticals,₹154,2.98%,₹122,₹230,26.23%,-33.04%,₹151,₹154,₹156,2.70%,4.73%,1.99%,2.74%,-13.14%,16.89%,-3.75%,130.95%,1439,632,1870,2789,3150,-48.41%,-77.33%,-32.96%,-54.32%,-79.93%,-40.64%,-11.46%,0.5,₹150,12,13,15,-15.33%
543963,Shelter Pharma Ltd,2007,₹54 Cr,Nano Cap,Pharmaceuticals,₹47,4.61%,₹36,₹70,31.65%,-32.57%,₹44,₹42,₹47,6.89%,9.51%,18.69%,,-7.84%,-12.51%,,,63000,37200,34000,29474,33027,113.75%,26.21%,15.36%,90.75%,12.64%,2.95%,-10.76%,2.2,₹45,8,6,6,4.33%
VINEETLAB,Vineet Laboratories Ltd,2016,₹27 Cr,Nano Cap,Pharmaceuticals,₹30,-2.40%,₹27,₹78,12.03%,-62.14%,₹32,₹31,₹42,-1.82%,-2.30%,1.67%,-10.92%,-41.75%,-48.13%,-53.58%,,8119,6400,22643,24076,28894,-66.28%,-73.42%,-5.95%,-71.90%,-77.85%,-21.63%,-16.68%,0.3,₹30,,-22,,
531210,Colinz Laboratories Ltd,1986,₹12 Cr,Nano Cap,Pharmaceuticals,₹49,-2.00%,₹38,₹89,29.68%,-44.63%,₹45,₹52,₹57,-3.95%,0.59%,4.00%,-13.54%,-10.71%,-26.29%,28.56%,445.67%,85,1664,2234,1629,1641,-94.78%,2.16%,37.13%,-94.82%,1.39%,36.09%,-0.76%,0.1,₹50,25,2,2,31.33%
TANLA,Tanla Platforms Ltd,1995,"₹9,083 Cr",Mid Cap,Software & IT Services,₹670,-1.31%,₹409,"₹1,013",63.60%,-33.88%,₹649,₹633,₹606,-0.70%,2.67%,1.97%,37.96%,9.37%,-29.19%,-8.79%,452.11%,701318,1108468,600422,1650331,1434065,-57.50%,-32.83%,-63.62%,-51.10%,-22.70%,-58.13%,15.08%,0.4,₹679,18,38,45,-16.27%
PSPPROJECT,Psp Projects Ltd,2008,"₹3,272 Cr",Small Cap,Construction & Engineering,₹827,0.06%,₹565,₹843,46.28%,-1.94%,₹791,₹725,₹661,2.13%,0.41%,9.90%,29.53%,29.00%,22.44%,29.88%,107.52%,70603,98802,165894,190866,140015,-63.01%,-48.24%,-13.08%,-49.57%,-29.43%,18.48%,36.32%,0.4,₹827,58,14,15,-4.53%
KRSNAA,Krsnaa Diagnostics Ltd,2010,"₹2,808 Cr",Small Cap,Healthcare Providers & Services,₹866,1.11%,₹626,"₹1,044",38.32%,-17.09%,₹787,₹715,₹803,1.31%,2.06%,23.17%,15.59%,5.47%,28.29%,53.86%,,64453,67014,130864,120404,94437,-46.47%,-44.34%,8.69%,-31.75%,-29.04%,38.57%,27.50%,0.5,₹856,37,24,25,-5.76%
GRSE,Garden Reach Shipbuilders & Enginers Ltd,1934,"₹29,991 Cr",Large Cap,Aerospace & Defense,"₹2,616",-1.18%,"₹1,185","₹3,538",120.74%,-26.08%,"₹2,802","₹2,926","₹1,938",-0.56%,-1.16%,-12.83%,49.63%,70.35%,15.73%,967.22%,1186.44%,337909,700099,1429713,4073256,2932324,-91.70%,-82.81%,-64.90%,-88.48%,-76.12%,-51.24%,38.91%,0.1,"₹2,647",57,46,45,2.31%
IFBIND,IFB Industries Ltd,1974,"₹5,794 Cr",Mid Cap,Household Goods,"₹1,430",5.38%,"₹1,060","₹2,360",34.91%,-39.40%,"₹1,494","₹1,496","₹1,514",2.91%,-4.51%,-9.75%,8.22%,-15.60%,-17.88%,57.32%,283.58%,59876,52966,33133,61899,72038,-3.27%,-14.43%,-46.47%,-16.88%,-26.48%,-54.01%,-14.07%,1.0,"₹1,357",49,29,25,17.40%
SHYAMMETL,Shyam Metalics and Energy Ltd,2002,"₹26,424 Cr",Large Cap,Metals & Mining,₹952,2.78%,₹628,₹963,51.45%,-1.18%,₹887,₹874,₹829,1.68%,3.45%,13.02%,9.52%,23.01%,38.96%,230.93%,,2310531,1195567,525152,473901,444758,387.56%,152.28%,10.81%,419.50%,168.81%,18.08%,6.55%,4.9,₹926,29,33,25,32.40%
533982,Tera Software Ltd,1994,₹403 Cr,Micro Cap,Software & IT Services,₹324,-2.00%,₹67,₹348,386.48%,-6.89%,₹306,₹286,₹217,-6.89%,5.54%,17.71%,47.19%,33.92%,332.47%,750.85%,1172.10%,135,10509,6223,6554,7472,-97.94%,60.35%,-5.05%,-98.19%,40.65%,-16.72%,-12.29%,0.0,₹330,43,8,6,25.33%
538734,Ceinsys Tech Ltd,1998,"₹2,735 Cr",Small Cap,Software & IT Services,"₹1,533",-3.55%,₹538,"₹2,105",184.79%,-27.19%,"₹1,464","₹1,463","₹1,531",-1.30%,1.47%,13.97%,4.53%,-5.36%,154.50%,896.71%,1480.21%,29802,55457,57594,48768,49574,-38.89%,13.72%,18.10%,-39.88%,11.87%,16.18%,-1.63%,0.6,"₹1,589",43,35,45,-21.62%
RPSGVENT,RPSG Ventures Ltd,2017,"₹3,243 Cr",Small Cap,Software & IT Services,₹975,2.27%,₹681,"₹1,360",43.20%,-28.29%,₹913,₹915,₹945,4.69%,8.36%,6.55%,16.24%,2.00%,37.84%,90.55%,,251572,99329,44118,51366,48404,389.76%,93.37%,-14.11%,419.73%,105.21%,-8.86%,6.12%,4.9,₹954,,-15,,
TREJHARA,Trejhara Solutions Ltd,2017,₹334 Cr,Micro Cap,Software & IT Services,₹225,-1.68%,₹165,₹304,36.45%,-25.94%,₹236,₹239,₹233,-3.77%,-4.15%,-4.67%,-10.86%,0.55%,18.36%,292.59%,2374.18%,7631,13544,15361,16080,29815,-52.54%,-15.77%,-4.47%,-74.41%,-54.57%,-48.48%,-46.07%,0.5,₹229,99,2,2,51.33%
540143,Sagarsoft (India) Ltd,1996,₹94 Cr,Nano Cap,Software & IT Services,₹147,-3.03%,₹136,₹249,8.31%,-40.93%,₹151,₹152,₹171,-5.27%,-2.96%,-3.30%,-8.23%,-22.65%,-28.62%,-4.98%,223.30%,1646,793,3491,2181,2120,-24.54%,-63.64%,60.06%,-22.37%,-62.60%,64.66%,2.88%,0.8,₹152,15,10,9,6.56%
FSL,Firstsource Solutions Ltd,2001,"₹23,815 Cr",Large Cap,Professional & Commercial Services,₹345,-0.86%,₹239,₹422,44.14%,-18.30%,₹360,₹372,₹358,-1.63%,-3.32%,-11.53%,-2.98%,-6.75%,39.46%,216.47%,662.75%,436452,520278,1160651,1581905,2395377,-72.41%,-67.11%,-26.63%,-81.78%,-78.28%,-51.55%,-33.96%,0.3,₹348,41,8,9,-6.44%
532616,Xchanging Solutions Ltd,2002,"₹1,027 Cr",Small Cap,Software & IT Services,₹92,-1.28%,₹79,₹143,16.15%,-35.48%,₹97,₹98,₹100,-1.61%,-4.37%,-6.58%,3.84%,-12.94%,-31.60%,29.97%,103.33%,13630,16184,14747,19776,20978,-31.08%,-18.16%,-25.43%,-35.03%,-22.85%,-29.70%,-5.73%,0.7,₹93,21,4,4,27.14%
540590,Riddhi Corporate Services Ltd,2010,₹77 Cr,Nano Cap,Professional & Commercial Services,₹65,-1.52%,₹56,₹90,15.64%,-27.61%,₹64,₹62,₹64,2.64%,1.34%,5.37%,2.23%,-8.24%,-17.26%,,,4775,7666,11471,9388,8424,-49.14%,-18.34%,22.20%,-43.31%,-8.99%,36.18%,11.44%,0.5,₹66,6,11,9,26.11%
522295,Control Print Ltd,1991,"₹1,208 Cr",Small Cap,"Machinery, Equipment & Components",₹748,-1.05%,₹572,₹919,30.75%,-18.59%,₹830,₹772,₹703,-1.12%,-14.11%,0.25%,25.69%,17.02%,-11.49%,78.70%,268.28%,5165,17498,8342,5709,4118,-9.54%,206.48%,46.11%,25.43%,324.93%,102.59%,38.65%,0.9,₹756,12,61,65,-6.72%
REDINGTON,Redington Ltd,1961,"₹23,688 Cr",Large Cap,"Computers, Phones & Household Electronics",₹303,-2.62%,₹159,₹335,91.03%,-9.50%,₹310,₹294,₹238,-2.85%,-1.80%,-0.81%,21.98%,36.38%,44.12%,148.07%,568.79%,1173978,1218038,2447912,3650233,5513682,-67.84%,-66.63%,-32.94%,-78.71%,-77.91%,-55.60%,-33.80%,0.3,₹311,15,21,25,-17.88%
ROUTE,Route Mobile Ltd,2004,"₹5,874 Cr",Mid Cap,Software & IT Services,₹934,0.08%,₹862,"₹1,791",8.31%,-47.88%,₹990,₹992,"₹1,153",-0.33%,-7.54%,-5.42%,-4.52%,-25.04%,-46.00%,-28.43%,,69315,187612,133009,308441,248693,-77.53%,-39.17%,-56.88%,-72.13%,-24.56%,-46.52%,24.02%,0.2,₹933,20,47,45,3.67%
532466,Oracle Financial Services Software Ltd,1989,"₹77,862 Cr",Large Cap,Software & IT Services,"₹8,955",2.08%,"₹7,058","₹13,204",26.88%,-32.18%,"₹8,871","₹8,897","₹9,632",2.80%,2.38%,-2.39%,2.13%,-8.70%,-19.21%,189.45%,198.10%,15109,5777,5936,6659,5597,126.89%,-13.24%,-10.87%,169.95%,3.22%,6.05%,18.98%,2.3,"₹8,772",33,273,100,172.52%
ELIN,Elin Electronics Ltd,1982,₹874 Cr,Small Cap,"Machinery, Equipment & Components",₹176,-3.07%,₹108,₹282,62.65%,-37.59%,₹181,₹177,₹172,-2.81%,-6.83%,3.01%,21.15%,13.28%,-10.38%,,,30069,49333,38253,180027,193729,-83.30%,-72.60%,-78.75%,-84.48%,-74.53%,-80.25%,-7.07%,0.2,₹182,29,6,6,1.83%
507685,Wipro Ltd,1945,"₹3,113 Cr",Small Cap,Software & IT Services,₹262,0.21%,₹225,₹325,16.37%,-19.30%,₹264,₹259,₹276,0.83%,0.63%,-2.82%,8.86%,-18.20%,3.35%,29.22%,94.97%,185791,506814,393742,370402,497760,-49.84%,36.83%,6.30%,-62.67%,1.82%,-20.90%,-25.59%,0.5,₹261,20,13,15,-14.47%
532404,Saven Technologies Ltd,1993,₹49 Cr,Nano Cap,Software & IT Services,₹45,0.00%,₹42,₹67,7.37%,-32.69%,₹45,₹45,₹49,0.16%,0.45%,0.74%,-3.83%,-13.29%,-19.48%,7.53%,214.69%,1136,2800,4117,5272,5808,-78.45%,-46.88%,-21.91%,-80.44%,-51.78%,-29.12%,-9.23%,0.2,₹45,19,2,2,58.67%
JUSTDIAL,Just Dial Ltd,1993,"₹7,324 Cr",Mid Cap,Software & IT Services,₹861,-0.45%,₹752,"₹1,395",14.53%,-38.28%,₹910,₹905,₹944,-0.48%,-4.00%,-6.08%,-8.14%,-4.44%,-32.96%,52.58%,133.34%,144738,173641,294515,234483,387830,-38.27%,-25.95%,25.60%,-62.68%,-55.23%,-24.06%,-39.54%,0.6,₹865,12,71,65,9.02%
RAMCOSYS,Ramco Systems Ltd,1997,"₹1,491 Cr",Small Cap,Software & IT Services,₹402,-0.63%,₹270,₹523,48.70%,-23.23%,₹396,₹411,₹390,2.86%,1.12%,-4.11%,2.66%,0.47%,6.98%,45.79%,214.90%,12017,18412,19224,117135,102199,-89.74%,-84.28%,-83.59%,-88.24%,-81.98%,-81.19%,14.61%,0.1,₹404,,-9,,
517170,Edvenswa Enterprises Ltd,1980,₹131 Cr,Micro Cap,Software & IT Services,₹45,0.00%,₹39,₹100,14.90%,-55.10%,₹45,₹46,₹52,0.00%,-6.55%,-0.95%,0.16%,-22.53%,-37.17%,4.09%,415.65%,16556,14382,42127,49947,57236,-66.85%,-71.21%,-15.66%,-71.07%,-74.87%,-26.40%,-12.74%,0.3,₹45,14,6,6,-3.83%
532868,DLF Ltd,1963,"₹205,165 Cr",Mega Cap,Real Estate Operations,₹829,-1.50%,₹601,₹929,37.88%,-10.74%,₹837,₹826,₹764,-1.94%,-2.11%,-2.94%,24.86%,19.31%,2.01%,130.06%,508.62%,75597,57011,79986,173422,143419,-56.41%,-67.13%,-53.88%,-47.29%,-60.25%,-44.23%,20.92%,0.4,₹842,47,18,15,17.60%
517334,Samvardhana Motherson International Ltd,1986,"₹69,895 Cr",Large Cap,Automobiles & Auto Parts,₹103,4.30%,₹72,₹145,44.14%,-28.73%,₹102,₹101,₹99,5.80%,0.49%,0.81%,14.56%,8.11%,-19.18%,78.59%,149.27%,2470855,947791,460879,756920,900665,226.44%,25.22%,-39.11%,174.34%,5.23%,-48.83%,-15.96%,3.4,₹99,28,4,4,4.86%
500459,Procter & Gamble Hygiene & Health Care,1964,"₹42,177 Cr",Large Cap,Personal & Household Products & Services,"₹12,970",-0.80%,"₹12,140","₹17,748",6.84%,-26.92%,"₹13,272","₹13,518","₹14,356",-1.29%,-3.43%,-3.53%,-9.11%,-10.95%,-24.95%,-8.33%,21.67%,403,580,414,416,419,-3.09%,39.57%,-0.52%,-3.81%,38.54%,-1.26%,-0.74%,1.0,"₹13,074",59,221,100,121.08%
SONACOMS,Sona Blw Precision Forgings Ltd,1995,"₹30,505 Cr",Large Cap,Automobiles & Auto Parts,₹490,0.20%,₹380,₹769,28.95%,-36.25%,₹471,₹498,₹543,3.61%,1.09%,1.71%,5.56%,-6.87%,-29.79%,-11.55%,,2158605,4887376,4439187,3028785,2725579,-28.73%,61.36%,46.57%,-20.80%,79.32%,62.87%,11.12%,0.7,₹489,49,10,9,10.22%
539268,Syngene International Ltd,1993,"₹26,805 Cr",Large Cap,Biotechnology & Medical Research,₹669,-1.51%,₹599,₹960,11.84%,-30.27%,₹649,₹648,₹744,-1.01%,0.01%,2.83%,8.62%,-15.82%,-14.72%,17.36%,47.25%,37636,65938,35102,29594,43737,27.17%,122.81%,18.61%,-13.95%,50.76%,-19.74%,-32.34%,1.3,₹680,54,12,15,-17.80%
THERMAX,Thermax Limited,1980,"₹43,241 Cr",Large Cap,"Machinery, Equipment & Components","₹3,837",-0.83%,"₹2,950","₹5,719",30.07%,-32.91%,"₹3,581","₹3,530","₹3,835",-2.73%,-1.26%,11.77%,12.88%,3.44%,-22.37%,85.65%,423.95%,68375,179651,327408,194783,170720,-64.90%,-7.77%,68.09%,-59.95%,5.23%,91.78%,14.10%,0.4,"₹3,869",68,56,65,-13.37%
533023,ZF Commercial Vehl Cntrl Sytm India Ltd,2004,"₹25,803 Cr",Large Cap,Automobiles & Auto Parts,"₹13,591",0.90%,"₹9,567","₹17,750",42.06%,-23.43%,"₹13,213","₹13,269","₹12,538",3.35%,2.29%,2.31%,7.90%,33.92%,-11.13%,62.47%,96.20%,1781,660,279,496,632,259.25%,33.21%,-43.70%,181.93%,4.54%,-55.82%,-21.52%,3.7,"₹13,470",,,100,-100.00%
KALYANKJIL,Kalyan Jewellers India Ltd,2009,"₹63,270 Cr",Large Cap,Specialty Retailers,₹608,-0.68%,₹399,₹795,52.14%,-23.60%,₹585,₹560,₹579,2.46%,1.19%,12.24%,17.04%,32.21%,5.92%,841.77%,,4625453,3871406,4732239,3884787,8762598,19.07%,-0.34%,21.81%,-47.21%,-55.82%,-46.00%,-55.67%,1.2,₹612,88,7,6,15.50%
ENDURANCE,Endurance Technologies Ltd,1999,"₹37,220 Cr",Large Cap,Automobiles & Auto Parts,"₹2,660",1.40%,"₹1,675","₹3,030",58.81%,-12.21%,"₹2,696","₹2,544","₹2,213",1.68%,-1.48%,-3.89%,38.75%,26.71%,3.85%,84.08%,197.26%,64317,43850,286268,255544,182515,-74.83%,-82.84%,12.02%,-64.76%,-75.97%,56.85%,40.01%,0.3,"₹2,623",45,59,65,-8.52%
506943,J B Chemicals and Pharmaceuticals Ltd,1976,"₹26,527 Cr",Large Cap,Pharmaceuticals,"₹1,698",0.52%,"₹1,303","₹2,029",30.29%,-16.33%,"₹1,657","₹1,689","₹1,707",0.51%,2.02%,-4.45%,7.15%,-3.63%,-8.66%,99.52%,375.85%,13024,30639,56312,21269,14565,-38.76%,44.06%,164.76%,-10.58%,110.36%,286.62%,46.02%,0.6,"₹1,689",41,42,45,-7.64%
500031,Bajaj Electricals Ltd,1938,"₹7,553 Cr",Mid Cap,Household Goods,₹654,-0.05%,₹488,"₹1,048",34.18%,-37.57%,₹676,₹671,₹689,0.11%,-4.13%,-6.04%,15.62%,-3.29%,-34.18%,-43.11%,56.95%,1513,1974,4397,8785,16224,-82.78%,-77.53%,-49.95%,-90.67%,-87.83%,-72.90%,-45.85%,0.2,₹655,57,12,9,28.44%
531768,Poly Medicure Ltd.,1995,"₹20,960 Cr",Large Cap,Healthcare Equipment & Supplies,"₹2,070",-0.85%,"₹1,788","₹3,350",15.77%,-38.21%,"₹2,181","₹2,232","₹2,422",0.54%,-3.07%,-6.09%,-20.39%,-15.65%,2.32%,178.26%,412.53%,4736,5224,5712,6569,6605,-27.90%,-20.48%,-13.04%,-28.30%,-20.92%,-13.52%,-0.55%,0.7,"₹2,088",61,34,25,36.44%
AETHER,Aether Industries Ltd,2013,"₹10,687 Cr",Mid Cap,Chemicals,₹806,-0.15%,₹725,"₹1,071",11.17%,-24.74%,₹790,₹776,₹823,-0.79%,-1.68%,6.01%,0.52%,0.22%,-11.36%,-8.64%,,97032,90738,142389,265156,177953,-63.41%,-65.78%,-46.30%,-45.47%,-49.01%,-19.99%,49.00%,0.4,₹807,68,12,9,32.67%
543653,Bikaji Foods International Ltd,1995,"₹19,420 Cr",Mid Cap,Food & Tobacco,₹775,-1.61%,₹520,"₹1,005",49.11%,-22.85%,₹743,₹740,₹733,1.75%,3.46%,8.99%,7.40%,13.41%,9.17%,,,52672,22503,9827,16934,24688,211.04%,32.89%,-41.97%,113.35%,-8.85%,-60.19%,-31.41%,3.2,₹788,97,8,9,-10.89%
CERA,Cera Sanitaryware Ltd,1998,"₹8,649 Cr",Mid Cap,Homebuilding & Construction Supplies,"₹6,707",-1.18%,"₹5,060","₹10,790",32.55%,-37.84%,"₹6,787","₹6,714","₹6,563",-2.34%,-4.90%,-1.11%,23.70%,3.13%,-23.61%,50.45%,194.76%,17821,27686,46407,54125,39138,-67.07%,-48.85%,-14.26%,-54.47%,-29.26%,18.57%,38.29%,0.3,"₹6,787",35,190,100,90.40%
AMBER,Amber Enterprises India Ltd,1990,"₹24,956 Cr",Large Cap,"Machinery, Equipment & Components","₹7,359",0.64%,"₹3,964","₹8,177",85.65%,-10.00%,"₹7,413","₹6,866","₹6,562",-0.14%,-3.09%,7.80%,15.50%,5.68%,67.84%,211.21%,400.53%,211921,203568,375197,331641,478161,-36.10%,-38.62%,13.13%,-55.68%,-57.43%,-21.53%,-30.64%,0.6,"₹7,313",103,72,65,10.26%
CRAFTSMAN,Craftsman Automation Ltd,1986,"₹15,082 Cr",Mid Cap,"Machinery, Equipment & Components","₹6,347",-0.91%,"₹3,700","₹7,121",71.54%,-10.87%,"₹6,039","₹5,666","₹5,045",-3.18%,-2.21%,16.58%,34.19%,38.63%,21.88%,138.92%,,21793,56778,76763,66320,64807,-67.14%,-14.39%,15.75%,-66.37%,-12.39%,18.45%,2.34%,0.3,"₹6,406",76,84,85,-1.55%
